"book_id","book_title","author","genres","book_details","num_pages","cover_image_url"
"1001896","The Real Mother Goose","Blanche Fisher Wright","['Childrens', 'Poetry', 'Picture Books', 'Classics', 'Fiction', 'Nursery Rhymes', 'Fantasy']","For nearly a century, The Real Mother Goose has delighted young children! For more than seventy-five years THE REAL MOTHER GOOSE has been delighting millions of children, and today the magic is as strong as ever. Heralded as the ""standard"" Mother Goose by parents, grandparents, teachers, and librarians, this wonderful book with Blanche Fisher Wright's lively, colorful pictures makes an enchanting introduction for the very young.Mother Goose rhymes are a vital part of childhood. And this collection of essential rhymes have been reproduced exactly as they have been repeated from generation to generation.","128","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439507704i/1001896.jpg"
"100237","Monkey: The Journey to the West","Wu Cheng'en","['Classics', 'Fiction', 'Fantasy', 'China', 'Mythology', 'Chinese Literature', 'Asia']","Probably the most popular book in the history of the Far East, this classic sixteenth century novel is a combination of picaresque novel and folk epic that mixes satire, allegory, and history into a rollicking adventure. It is the story of the roguish Monkey and his encounters with major and minor spirits, gods, demigods, demons, ogres, monsters, and fairies. This translation, by the distinguished scholar Arthur Waley, is the first accurate English version; it makes available to the Western reader a faithful reproduction of the spirit and meaning of the original.","306","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347431752i/100237.jpg"
"10025305","Clockwork Prince","Cassandra Clare","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Urban Fantasy']","In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the street—and easy prey for the mysterious Magister, who wants to use Tessa’s powers for his own dark ends.With the help of the handsome, self-destructive Will and the fiercely devoted Jem, Tessa discovers that the Magister’s war on the Shadowhunters is deeply personal. He blames them for a long-ago tragedy that shattered his life. To unravel the secrets of the past, the trio journeys from mist-shrouded Yorkshire to a manor house that holds untold horrors, from the slums of London to an enchanted ballroom where Tessa discovers that the truth of her parentage is more sinister than she had imagined. When they encounter a clockwork demon bearing a warning for Will, they realize that the Magister himself knows their every move—and that one of their own has betrayed them.Tessa finds her heart drawn more and more to Jem, but her longing for Will, despite his dark moods, continues to unsettle her. But something is changing in Will—the wall he has built around himself is crumbling. Could finding the Magister free Will from his secrets and give Tessa the answers about who she is and what she was born to do?As their dangerous search for the Magister and the truth leads the friends into peril, Tessa learns that when love and lies are mixed, they can corrupt even the purest heart.","498","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1460477747i/10025305.jpg"
"100286","A Short Guide to a Happy Life","Anna Quindlen","['Nonfiction', 'Self Help', 'Essays', 'Memoir', 'Inspirational', 'Philosophy', 'Psychology']","From the New York Times bestselling author of Alternate Side,  Anna Quindlen’s classic reflection on a meaningful life makes a perfect gift for any occasion.“Life is made of moments, small pieces of silver amidst long stretches of tedium. It would be wonderful if they came to us unsummoned, but particularly in lives as busy as the ones most of us lead now, that won’t happen. We have to teach ourselves now to live, really live . . . to love the journey, not the destination.”In this treasure of a book, Anna Quindlen, the bestselling novelist and columnist, reflects on what it takes to “get a life”—to live deeply every day and from your own unique self, rather than merely to exist through your days. “Knowledge of our own mortality is the greatest gift God ever gives us,” Quindlen writes, “because unless you know the clock is ticking, it is so easy to waste our days, our lives.” Her mother died when Quindlen was nineteen: “It was the dividing line between seeing the world in black and white, and in Technicolor. The lights came on for the darkest possible reason. . . . I learned something enduring, in a very short period of time, about life. And that was that it was glorious, and that you had no business taking it for granted.” But how to live from that perspective, to fully engage in our days? In A Short Guide to a Happy Life, Quindlen guides us with an understanding that comes from knowing how to see the view, the richness in living.","50","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320522593i/100286.jpg"
"10031","The Wall","Jean-Paul Sartre","['Philosophy', 'Fiction', 'Short Stories', 'Classics', 'France', 'French Literature', 'Literature']","'The Wall', the lead story in this collection, introduces three political prisoners on the night prior to their execution. Through the gaze of an impartial doctor--seemingly there for the men's solace--their mental descent is charted in exquisite, often harrowing detail. And as the morning draws inexorably closer, the men cross the psychological wall between life and death, long before the first shot rings out.This brilliant snapshot of life in anguish is the perfect introduction to a collection of stories where the neurosis of the modern world is mirrored in the lives of the people that inhabit it.","183","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348089757i/10031.jpg"
"10031702","The Nicole Snooki Polizzi Handbook - Everything You Need to Know about Snooki","Iris Damico","[]","Nicole Polizzi (born November 23, 1987), publicly known by her nickname Snooki, is an American reality television personality who appeared on the MTV reality show Jersey Shore starting in 2009. This book is your ultimate resource for Snooki. Here you will find the most up-to-date information, photos, and much more.In easy to read chapters, with extensive references and links to get you to know all there is to know about her Early life, Career and Personal life right away: Nicole Polizzi, Jersey Shore (TV series), MTV, Santiago, Chile, Marlboro, New York, Cake Boss, It's a Jersey Thing, Michael Sorrentino, List of Jersey Shore episodes, Controversies of Jersey Shore, Jersey Shore, Seaside Heights, New JerseyContains selected content from the highest rated entries, typeset, printed and shipped, combining the advantages of up-to-date and in-depth knowledge with the convenience of printed books. A portion of the proceeds of each book will be donated to the Wikimedia Foundation to support their mission.","112","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348819291i/10031702.jpg"
"100322","Assata: An Autobiography","Assata Shakur","['Nonfiction', 'Memoir', 'Biography', 'History', 'Race', 'Feminism', 'Politics']","On May 2, 1973, Black Panther Assata Shakur (aka JoAnne Chesimard) lay in a hospital, close to death, handcuffed to her bed, while local, state, and federal police attempted to question her about the shootout on the New Jersey Turnpike that had claimed the life of a white state trooper. Long a target of J. Edgar Hoover's campaign to defame, infiltrate, and criminalize Black nationalist organizations and their leaders, Shakur was incarcerated for four years prior to her conviction on flimsy evidence in 1977 as an accomplice to murder.This intensely personal and political autobiography belies the fearsome image of JoAnne Chesimard long projected by the media and the state. With wit and candor, Assata Shakur recounts the experiences that led her to a life of activism and portrays the strengths, weaknesses, and eventual demise of Black and White revolutionary groups at the hand of government officials. The result is a signal contribution to the literature about growing up Black in America that has already taken its place alongside The Autobiography of Malcolm X and the works of Maya Angelou.Two years after her conviction, Assata Shakur escaped from prison. She was given political asylum by Cuba, where she now resides.","274","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328857268i/100322.jpg"
"10032672","The Language of Flowers","Vanessa Diffenbaugh","['Fiction', 'Romance', 'Contemporary', 'Book Club', 'Adult Fiction', 'Adult', 'Chick Lit']","The Victorian language of flowers was used to convey romantic expressions: honeysuckle for devotion, asters for patience, and red roses for love. But for Victoria Jones, it’s been more useful in communicating mistrust and solitude. After a childhood spent in the foster-care system, she is unable to get close to anybody, and her only connection to the world is through flowers and their meanings. Now eighteen and emancipated from the system with nowhere to go, Victoria realizes she has a gift for helping others through the flowers she chooses for them. But an unexpected encounter with a mysterious stranger has her questioning what’s been missing in her life. And when she’s forced to confront a painful secret from her past, she must decide whether it’s worth risking everything for a second chance at happiness.  Look for special features inside. Join the Circle for author chats and more.","323","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333577674i/10032672.jpg"
"10033","Being and Nothingness","Jean-Paul Sartre","['Philosophy', 'Nonfiction', 'Classics', 'France', 'Psychology', 'Theory', 'French Literature']","Being & Nothingness is without doubt one of the most significant philosophical books of the 20th century. The central work by one of the century's most influential thinkers, it altered the course of western philosophy. Its revolutionary approach challenged all previous assumptions about the individual's relationship with the world. Known as 'the Bible of existentialism', its impact on culture & literature was immediate & was felt worldwide, from the absurdist drama of Samuel Beckett to the soul-searching cries of the Beat poets.Being & Nothingness is one of those rare books whose influence has affected the mindset of subsequent generations. Seventy years after its 1st publication, its message remains as potent as ever--challenging readers to confront the fundamental dilemmas of human freedom, choice, responsibility & action.","688","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329978583i/10033.jpg"
"10034","The Age of Reason","Jean-Paul Sartre","['Philosophy', 'Fiction', 'Classics', 'France', 'Literature', 'Novels', 'French Literature']","The Age of Reason is set in 1938 and tells of Mathieu, a French professor of philosophy who is obsessed with the idea of freedom. As the shadows of the Second World War draw closer -- even as his personal life is complicated by his mistress's pregnancy -- his search for a way to remain free becomes more and more intense.","416","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348948865i/10034.jpg"
"100344","Protector","Larry Niven","['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Novels', 'Aliens']","A classic novel of known spacePhssthpok the Pak had been traveling for most of his thirty-two thousand years. His save, develop, and protect the group of Pak breeders sent out into space some two and a half million years before . . .Brennan was a Belter, the product of a fiercely independent, somewhat anarchic society living in, on, and around an outer asteroid belt. The Belters were rebels, one and all, and Brennan was a smuggler. The Belt worlds had been tracking the Pak ship for days—Brennan figured to meet that ship first . . .He was never seen again—at least not by those alive at the time.","218","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403179200i/100344.jpg"
"100365","The Mote in God's Eye","Larry Niven","['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Aliens', 'Audiobook']","In 3016, the 2nd Empire of Man spans hundreds of star systems, thanks to faster-than-light Alderson Drive. Intelligent beings are finally found from the Mote, an isolated star in a thick dust cloud. The bottled-up ancient civilization, at least one million years old, are welcoming, kind, yet evasive, with a dark problem they have not solved in over a million years.","596","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1399490037i/100365.jpg"
"10037","No Exit and Three Other Plays","Jean-Paul Sartre","['Plays', 'Philosophy', 'Fiction', 'Classics', 'Drama', 'France', 'Theatre']","In these four plays, Jean-Paul Sartre, the great existentialist novelist and philosopher, displays his mastery of drama. NO EXIT is an unforgettable portrayal of hell. THE FLIES is a modern reworking of the Electra-Orestes story. DIRTY HANDS is about a young intellectual torn between theory and praxis. THE RESPECTFUL PROSTITUTE is an attack on American racism.","275","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348307264i/10037.jpg"
"1003725","Comet in Moominland","Tove Jansson","['Fantasy', 'Fiction', 'Childrens', 'Classics', 'Finnish Literature', 'Middle Grade', 'Adventure']","When Moomintroll learns that a comet will be passing by, he and his friend Sniff travel to the Observatory on the Lonely Mountains to consult the Professors. Along the way, they have many adventures, but the greatest adventure of all awaits them when they learn that the comet is headed straight for their beloved Moominvalley.","192","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389287390i/1003725.jpg"
"100424","A Book Dragon","Donn Kushner","['Fantasy', 'Dragons', 'Fiction', 'Young Adult', 'Middle Grade', 'Historical Fiction', 'Childrens']","Nonesuch, the last in a line of dragons, uses his unique ability to change in size to survive for six centuries, during which time he observes such different humans as a medieval monk, an eighteenth-century London chemist, and a modern American bookseller.Nonesuch, the last of a family of dragons, survives six centuries, including visits to plague-stricken London and a modern bookstore, without being discovered","198","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1301631904i/100424.jpg"
"100450","The Captive","Robert Stallman","['Fantasy', 'Horror', 'Fiction', 'Science Fiction', 'Literature', 'German Literature']","A mysterious bear-like beast that is able to assume the form of a human being tries to learn how people live by adopting a human family.","207","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311292081i/100450.jpg"
"100452497","Poems from Still Waters Running Deep","Emma McClain","[]","Poems from Still Waters Running Deep presents a collection of poetry written by author Emma McClain over a period of forty years. Penned at various stages of her life, they echo the thoughts, feelings, and transitions of those moments. She touches on topics ranging from experiencing her freedom from her mother for the first time in Farewell Song to marveling at the fact she has found with her one true love in My Man. She also carefully examines her relationship with God and the depth of his loving-kindness. Poems from Still Waters Running Deep offers an affirmation of a life well-lived in the loving arms of God and the realization that only He knows what lies ahead for us.Someone SpecialThey look at me, LordThey see me each dayBecause I am yours, LordTheir heads turn my wayThey search my life, LordTo see if it is realOr phony religionWith a lot of zealThey listen closely To all that I sayIn hopes of findingLight for their wayThey look my way, LordTo see if it is trueI'm someone specialBecause I know You.","75","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1678896511i/100452497.jpg"
"100464","Dragon Rider","Cornelia Funke","['Fantasy', 'Dragons', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure']","A dragon. A boy. A journey. Firedrake, a brave young dragon, his loyal brownie friend Sorrel and a lonely boy called Ben are united as if by destiny. Together, they embark on a magical journey to find the legendary place where silver dragons can live in peace for ever. With only a curious map and the whispered memories of an old dragon to guide them, they fly across moonlit lands and seas to reach the highest mountains in the world. Along the way, they discover extraordinary new friends in unlikely places and a courage they never knew they had. Just as well, for the greatest enemy of all is never far behind them - a heartless monster from the past who's been waiting a very long time to destroy the last dragons on earth.","527","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328004947i/100464.jpg"
"100476","The Sea of Trolls","Nancy Farmer","['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Historical Fiction', 'Adventure', 'Middle Grade']","The year is A.D. 793; Jack and his sister have been kidnapped by Vikings and taken to the court of Ivar the Boneless and his terrifying half-troll wife; but things get even worse when Jack finds himself on a dangerous quest to find the magical Mimir's Well in a far-off land, with his sister's life forfeit if he fails.Other threats include a willful mother Dragon, a giant spider, and a troll-boar with a surprising personality -- to say nothing of Ivar the Boneless and his wife, Queen Frith, a shape-shifting half-troll, and several eight foot tall, orange-haired, full-time trolls. But in stories by award-winner Nancy Farmer, appearances do deceive. She has never told a richer, funnier tale, nor offered more timeless encouragement to young seekers than ""Just say no to pillaging.""","459","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389840959i/100476.jpg"
"100485","Troll: A Love Story","Johanna Sinisalo","['Fantasy', 'Fiction', 'Finnish Literature', 'LGBT', 'Queer', 'Urban Fantasy', 'Magical Realism']","Everyone has their rough nights, but things have clearly taken a turn for the surreal when Angel, a young photographer, finds a group of drunken teenagers in the courtyard of his apartment building, taunting a young troll. Trolls are known in Scandinavian mythology as wild beasts like the werewolf, but this troll is just a small, wounded creature. Angel decides to offer it a safe haven for the night. In the morning Angel thinks he dreamed it all. But he finds the troll alive, well, and drinking from his toilet. What does one do with a troll in the city?Angel begins researching frantically. Angel searches the Internet, folklore, nature journals, and newspaper clippings, but his research doesn't tell him that trolls exude pheromones that have a profound aphrodisiac effect on all those around him. As Angel's life changes beyond recognition, it becomes clear that the troll is familiar with the man's most forbidden feelings, and that it may take him across lines he never thought he'd cross. A novel of sparkling originality, Troll is a wry, peculiar, and beguiling story of nature and man's relationship to wild things, and of the dark power of the wildness in ourselves.","278","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328822266i/100485.jpg"
"10050","Youth in Revolt: The Journals of Nick Twisp, Book One","C.D. Payne","['Fiction', 'Young Adult', 'Humor', 'Coming Of Age', 'Comedy', 'Contemporary', 'Romance']","Six months in the life of the world's most dangerous teenager.Youth in Revolt is the journals of Nick Twisp, California's most precocious diarist, whose ongoing struggles to make sense out of high school, deal with his divorced parents, and lose his virginity result in his transformation from an unassuming fourteen-year-old to a modern youth in open revolt. As his family splinters, worlds collide, and the police block all routes out of town, Nick must cope with economic deprivation, homelessness, the gulag of the public schools, a competitive Type-A father, murderous canines (in triplicate), and an inconvenient hair trigger on his erectile response—all while vying ardently for the affections of the beauteous Sheeni Saunders, teenage goddess and ultimate intellectual goad.","512","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519482466i/10050.jpg"
"10054335","Rules of Civility","Amor Towles","['Fiction', 'Historical Fiction', 'Historical', 'New York', 'Literary Fiction', 'Audiobook', 'Book Club']","This sophisticated and entertaining first novel presents the story of a young woman whose life is on the brink of transformation. On the last night of 1937, twenty-five-year-old Katey Kontent is in a second-rate Greenwich Village jazz bar when Tinker Grey, a handsome banker, happens to sit down at the neighboring table. This chance encounter and its startling consequences propel Katey on a year-long journey into the upper echelons of New York society—where she will have little to rely upon other than a bracing wit and her own brand of cool nerve. With its sparkling depiction of New York’s social strata, its intricate imagery and themes, and its immensely appealing characters, Rules of Civility won the hearts of readers and critics alike.","335","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311705045i/10054335.jpg"
"10058","Flags of Our Fathers","James D. Bradley","['History', 'Nonfiction', 'Military Fiction', 'War', 'World War II', 'Biography', 'Military History']","In this unforgettable chronicle of perhaps the most famous moment in American military history, James Bradley has captured the glory, the triumph, the heartbreak, and the legacy of the six men who raised the flag at Iwo Jima. Here is the true story behind the immortal photograph that has come to symbolize the courage and indomitable will of America.In February 1945, American Marines plunged into the surf at Iwo Jima—and into history. Through a hail of machine-gun and mortar fire that left the beaches strewn with comrades, they battled to the island's highest peak. And after climbing through a landscape of hell itself, they raised a flag.Now the son of one of the flagraisers has written a powerful account of six very different young men who came together in a moment that will live forever.To his family, John Bradley never spoke of the photograph or the war. But after his death at age seventy, his family discovered closed boxes of letters and photos. In Flags of Our Fathers, James Bradley draws on those documents to retrace the lives of his father and the men of Easy Company. Following these men's paths to Iwo Jima, James Bradley has written a classic story of the heroic battle for the Pacific's most crucial island—an island riddled with Japanese tunnels and 22,000 fanatic defenders who would fight to the last man.But perhaps the most interesting part of the story is what happened after the victory. The men in the photo—three were killed during the battle—were proclaimed heroes and flown home, to become reluctant symbols. For two of them, the adulation was shattering. Only James Bradley's father truly survived, displaying no copy of the famous photograph in his home, telling his son only: ""The real heroes of Iwo Jima were the guys who didn't come back.""Few books ever have captured the complexity and furor of war and its aftermath as well as Flags of Our Fathers. A penetrating, epic look at a generation at war, this is history told with keen insight, enormous honesty, and the passion of a son paying homage to his father. It is the story of the difference between truth and myth, the meaning of being a hero, and the essence of the human experience of war.From the Hardcover edition.","382","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923564i/10058.jpg"
"10059498","The Midwife's Confession","Diane Chamberlain","['Fiction', 'Mystery', 'Chick Lit', 'Contemporary', 'Drama', 'Audiobook', 'Womens Fiction']","Dear Anna,What I have to tell you is difficult to write, but I know it will be far more difficult for you to hear, and I'm so sorry—The unfinished letter is the only clue Tara and Emerson have to the reason behind their close friend Noelle's suicide. Everything they knew about Noelle—her calling as a midwife, her passion for causes, her love for her friends and family—described a woman who embraced life.Yet there was so much they didn't know.With the discovery of the letter and its heartbreaking secret, Noelle's friends begin to uncover the truth about this complex woman who touched each of their lives - and the life of a desperate stranger - with love and betrayal, compassion and deceit.","417","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1323870279i/10059498.jpg"
"1006050","Ex-minnaar","Herman Brusselmans","['Fiction', 'Roman']","Dutch","277","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463519858i/1006050.jpg"
"10065","Wayside School Is Falling Down","Louis Sachar","['Childrens', 'Fiction', 'Humor', 'Middle Grade', 'Young Adult', 'Fantasy', 'Juvenile']","Louis the yard teacher starts off 30 tales of unusual students. Comic sketches precede every chapter. Todd brings a cute adorable plastic puppy who bites back when Joy steals it. Cafeteria lady Ms. Mush serves Mushroom Surprise that changes Ron. When Paul falls out the window, Leslie offers her pigtails to pull him back. On the 19th floor, invisible Allison finds Miss Zarves' class.","152","https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405055796i/10065.jpg"
